No.,Time,Source,Destination,Protocol,Length,Info,,,,,,Time 2,Time 1,Delay 2,Delay 1,Jitter
357,1.422147,74.125.130.84,192.168.43.170,QUIC,873,Protected Payload (KP0),,,,,,1.422147,1.422147,0.000888,0,0.000888
358,1.422147,74.125.130.84,192.168.43.170,QUIC,235,Protected Payload (KP0),,,,,,1.423035,1.422147,0.000255,0.000888,-0.000633
359,1.423035,192.168.43.170,74.125.130.84,QUIC,121,"Handshake, DCID=0c79c8e22cc02536",,,,,,1.42329,1.423035,0.000542,0.000255,0.000287
360,1.42329,192.168.43.170,74.125.130.84,QUIC,75,"Protected Payload (KP0), DCID=0c79c8e22cc02536",,,,,,1.423832,1.42329,0.000648,0.000542,0.000106
361,1.423832,192.168.43.170,74.125.130.84,QUIC,75,"Protected Payload (KP0), DCID=0c79c8e22cc02536",,,,,,1.42448,1.423832,0.007952,0.000648,0.007304
362,1.42448,192.168.43.170,74.125.130.84,QUIC,77,"Protected Payload (KP0), DCID=0c79c8e22cc02536",,,,,,1.432432,1.42448,0.017552,0.007952,0.0096
363,1.432432,142.250.4.132,192.168.43.170,UDP,67,443  >  53458 Len=25,,,,,,1.449984,1.432432,0.02757,0.017552,0.010018
364,1.449984,192.168.43.170,74.125.130.84,QUIC,75,"Protected Payload (KP0), DCID=0c79c8e22cc02536",,,,,,1.477554,1.449984,0,0.02757,-0.02757
365,1.477554,74.125.130.84,192.168.43.170,QUIC,134,Protected Payload (KP0),,,,,,1.477554,1.477554,0.006711,0,0.006711
366,1.477554,74.125.130.84,192.168.43.170,QUIC,67,Protected Payload (KP0),,,,,,1.484265,1.477554,0.029136,0.006711,0.022425
367,1.484265,192.168.43.170,199.232.196.64,TLSv1.2,977,Application Data,,,,,,1.513401,1.484265,0.008508,0.029136,-0.020628
368,1.513401,192.168.43.170,74.125.130.84,QUIC,75,"Protected Payload (KP0), DCID=0c79c8e22cc02536",,,,,,1.521909,1.513401,0.005629,0.008508,-0.002879
369,1.521909,192.168.43.170,74.125.24.95,QUIC,208,"Protected Payload (KP0), DCID=7ecb0cae220ed528",,,,,,1.527538,1.521909,0.018766,0.005629,0.013137
370,1.527538,199.232.196.64,192.168.43.170,TCP,54,443  >  51214 [ACK] Seq=1 Ack=924 Win=833 Len=0,,,,,,1.546304,1.527538,0.029781,0.018766,0.011015
371,1.546304,192.168.43.170,74.125.130.84,QUIC,355,"Protected Payload (KP0), DCID=0c79c8e22cc02536",,,,,,1.576085,1.546304,0.01041,0.029781,-0.019371
372,1.576085,74.125.24.95,192.168.43.170,QUIC,71,Protected Payload (KP0),,,,,,1.586495,1.576085,0.015316,0.01041,0.004906
373,1.586495,74.125.130.84,192.168.43.170,QUIC,69,Protected Payload (KP0),,,,,,1.601811,1.586495,0.01539,0.015316,7.4E-05
374,1.601811,192.168.43.170,74.125.24.95,QUIC,75,"Protected Payload (KP0), DCID=7ecb0cae220ed528",,,,,,1.617201,1.601811,0.014558,0.01539,-0.000832
375,1.617201,192.168.43.170,74.125.130.84,QUIC,75,"Protected Payload (KP0), DCID=0c79c8e22cc02536",,,,,,1.631759,1.617201,0,0.014558,-0.014558
376,1.631759,74.125.24.95,192.168.43.170,QUIC,131,Protected Payload (KP0),,,,,,1.631759,1.631759,0.000498,0,0.000498
377,1.631759,74.125.24.95,192.168.43.170,QUIC,92,Protected Payload (KP0),,,,,,1.632257,1.631759,0.000635,0.000498,0.000137
378,1.632257,192.168.43.170,74.125.24.95,QUIC,77,"Protected Payload (KP0), DCID=7ecb0cae220ed528",,,,,,1.632892,1.632257,0.024587,0.000635,0.023952
379,1.632892,192.168.43.170,142.250.4.132,UDP,75,53458  >  443 Len=33,,,,,,1.657479,1.632892,0,0.024587,-0.024587
380,1.657479,74.125.130.84,192.168.43.170,QUIC,252,Protected Payload (KP0),,,,,,1.657479,1.657479,0.00023,0,0.00023
381,1.657479,74.125.130.84,192.168.43.170,QUIC,76,Protected Payload (KP0),,,,,,1.657709,1.657479,0.000314,0.00023,8.4E-05
382,1.657709,74.125.130.84,192.168.43.170,QUIC,307,Protected Payload (KP0),,,,,,1.658023,1.657709,0.000185,0.000314,-0.000129
383,1.658023,192.168.43.170,74.125.130.84,QUIC,77,"Protected Payload (KP0), DCID=0c79c8e22cc02536",,,,,,1.658208,1.658023,0.000107,0.000185,-7.8E-05
384,1.658208,192.168.43.170,74.125.130.84,QUIC,75,"Protected Payload (KP0), DCID=0c79c8e22cc02536",,,,,,1.658315,1.658208,0.013625,0.000107,0.013518
385,1.658315,192.168.43.170,74.125.24.95,QUIC,75,"Protected Payload (KP0), DCID=7ecb0cae220ed528",,,,,,1.67194,1.658315,0.004459,0.013625,-0.009166
386,1.67194,192.168.43.170,199.232.196.64,TLSv1.2,1217,Application Data,,,,,,1.676399,1.67194,0.027177,0.004459,0.022718
387,1.676399,192.168.43.170,104.21.10.72,TCP,55,51144  >  80 [ACK] Seq=1 Ack=1 Win=254 Len=1,,,,,,1.703576,1.676399,0.004251,0.027177,-0.022926
388,1.703576,74.125.24.95,192.168.43.170,QUIC,67,Protected Payload (KP0),,,,,,1.707827,1.703576,0.015892,0.004251,0.011641
389,1.707827,199.232.196.64,192.168.43.170,TCP,54,443  >  51218 [ACK] Seq=1 Ack=1164 Win=791 Len=0,,,,,,1.723719,1.707827,0.009945,0.015892,-0.005947
390,1.723719,104.21.10.72,192.168.43.170,TCP,66,80  >  51144 [ACK] Seq=1 Ack=2 Win=67 Len=0 SLE=1 SRE=2,,,,,,1.733664,1.723719,0.003799,0.009945,-0.006146
391,1.733664,74.125.130.84,192.168.43.170,QUIC,67,Protected Payload (KP0),,,,,,1.737463,1.733664,0.010808,0.003799,0.007009
392,1.737463,142.250.4.132,192.168.43.170,UDP,67,443  >  53458 Len=25,,,,,,1.748271,1.737463,0.02786,0.010808,0.017052
393,1.748271,199.232.196.64,192.168.43.170,TLSv1.2,867,"Application Data, Application Data",,,,,,1.776131,1.748271,0.000808,0.02786,-0.027052
394,1.776131,192.168.43.170,199.232.196.64,TLSv1.2,1127,Application Data,,,,,,1.776939,1.776131,0.040983,0.000808,0.040175
395,1.776939,192.168.43.170,146.112.41.2,TLSv1.2,243,Application Data,,,,,,1.817922,1.776939,0,0.040983,-0.040983
396,1.817922,146.112.41.2,192.168.43.170,TCP,54,443  >  51249 [ACK] Seq=141 Ack=380 Win=902 Len=0,,,,,,1.817922,1.817922,0.001017,0,0.001017
397,1.817922,199.232.196.64,192.168.43.170,TCP,54,443  >  51214 [ACK] Seq=814 Ack=1997 Win=866 Len=0,,,,,,1.818939,1.817922,0,0.001017,-0.001017
398,1.818939,192.168.43.170,199.232.196.134,TCP,1454,51219  >  443 [ACK] Seq=1 Ack=1 Win=257 Len=1400 [TCP segment of a reassembled PDU],,,,,,1.818939,1.818939,0.013913,0,0.013913
399,1.818939,192.168.43.170,199.232.196.134,TLSv1.2,219,Application Data,,,,,,1.832852,1.818939,0.000738,0.013913,-0.013175
400,1.832852,146.112.41.2,192.168.43.170,TLSv1.2,234,"Application Data, Application Data",,,,,,1.83359,1.832852,0.028793,0.000738,0.028055
401,1.83359,192.168.43.170,199.232.196.64,TCP,66,51290  >  443 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM=1,,,,,,1.862383,1.83359,0.000119,0.028793,-0.028674
402,1.862383,199.232.196.64,192.168.43.170,TCP,66,"443  >  51290 [SYN, ACK] Seq=0 Ack=1 Win=22400 Len=0 MSS=1400 WS=32 SACK_PERM=1",,,,,,1.862502,1.862383,0.00038,0.000119,0.000261
403,1.862502,192.168.43.170,199.232.196.64,TCP,54,51290  >  443 [ACK] Seq=1 Ack=1 Win=65792 Len=0,,,,,,1.862882,1.862502,0.010724,0.00038,0.010344
404,1.862882,192.168.43.170,199.232.196.64,TLSv1.2,585,Client Hello,,,,,,1.873606,1.862882,0.000843,0.010724,-0.009881
405,1.873606,199.232.196.134,192.168.43.170,TCP,54,443  >  51219 [ACK] Seq=1 Ack=1401 Win=811 Len=0,,,,,,1.874449,1.873606,0.001834,0.000843,0.000991
406,1.874449,192.168.43.170,146.112.41.2,TCP,54,51249  >  443 [ACK] Seq=380 Ack=321 Win=252 Len=0,,,,,,1.876283,1.874449,0.030998,0.001834,0.029164
407,1.876283,199.232.196.134,192.168.43.170,TCP,54,443  >  51219 [ACK] Seq=1 Ack=1566 Win=816 Len=0,,,,,,1.907281,1.876283,0.009804,0.030998,-0.021194
408,1.907281,199.232.196.64,192.168.43.170,TCP,54,443  >  51290 [ACK] Seq=1 Ack=532 Win=22912 Len=0,,,,,,1.917085,1.907281,0.000217,0.009804,-0.009587
409,1.917085,142.250.4.132,192.168.43.170,UDP,1288,443  >  53458 Len=1246,,,,,,1.917302,1.917085,0.000288,0.000217,7.1E-05
410,1.917302,142.250.4.132,192.168.43.170,UDP,1292,443  >  53458 Len=1250,,,,,,1.91759,1.917302,0.014817,0.000288,0.014529
411,1.91759,192.168.43.170,142.250.4.132,UDP,77,53458  >  443 Len=35,,,,,,1.932407,1.91759,0.000289,0.014817,-0.014528
412,1.932407,142.250.4.132,192.168.43.170,UDP,1292,443  >  53458 Len=1250,,,,,,1.932696,1.932407,0.00011,0.000289,-0.000179
413,1.932696,142.250.4.132,192.168.43.170,UDP,1292,443  >  53458 Len=1250,,,,,,1.932806,1.932696,0.003619,0.00011,0.003509
414,1.932806,192.168.43.170,142.250.4.132,UDP,75,53458  >  443 Len=33,,,,,,1.936425,1.932806,0.000282,0.003619,-0.003337
415,1.936425,142.250.4.132,192.168.43.170,UDP,1292,443  >  53458 Len=1250,,,,,,1.936707,1.936425,0.00012,0.000282,-0.000162
416,1.936707,192.168.43.170,142.250.4.132,UDP,75,53458  >  443 Len=33,,,,,,1.936827,1.936707,0,0.00012,-0.00012
417,1.936827,142.250.4.132,192.168.43.170,UDP,1292,443  >  53458 Len=1250,,,,,,1.936827,1.936827,0.000504,0,0.000504
418,1.936827,142.250.4.132,192.168.43.170,UDP,1292,443  >  53458 Len=1250,,,,,,1.937331,1.936827,0.004127,0.000504,0.003623
419,1.937331,192.168.43.170,142.250.4.132,UDP,75,53458  >  443 Len=33,,,,,,1.941458,1.937331,0.000717,0.004127,-0.00341
420,1.941458,142.250.4.132,192.168.43.170,UDP,1292,443  >  53458 Len=1250,,,,,,1.942175,1.941458,0,0.000717,-0.000717
421,1.942175,142.250.4.132,192.168.43.170,UDP,1292,443  >  53458 Len=1250,,,,,,1.942175,1.942175,0,0,0
422,1.942175,142.250.4.132,192.168.43.170,UDP,1292,443  >  53458 Len=1250,,,,,,1.942175,1.942175,0.000495,0,0.000495
423,1.942175,142.250.4.132,192.168.43.170,UDP,1292,443  >  53458 Len=1250,,,,,,1.94267,1.942175,0.000178,0.000495,-0.000317
424,1.94267,192.168.43.170,142.250.4.132,UDP,75,53458  >  443 Len=33,,,,,,1.942848,1.94267,0.011452,0.000178,0.011274
425,1.942848,192.168.43.170,142.250.4.132,UDP,75,53458  >  443 Len=33,,,,,,1.9543,1.942848,0.000486,0.011452,-0.010966
426,1.9543,142.250.4.132,192.168.43.170,UDP,1292,443  >  53458 Len=1250,,,,,,1.954786,1.9543,0.000318,0.000486,-0.000168
427,1.954786,142.250.4.132,192.168.43.170,UDP,1141,443  >  53458 Len=1099,,,,,,1.955104,1.954786,0.047495,0.000318,0.047177
428,1.955104,192.168.43.170,142.250.4.132,UDP,75,53458  >  443 Len=33,,,,,,2.002599,1.955104,0,0.047495,-0.047495
429,2.002599,142.250.4.132,192.168.43.170,UDP,67,443  >  53458 Len=25,,,,,,2.002599,2.002599,0.031465,0,0.031465
430,2.002599,199.232.196.64,192.168.43.170,TLSv1.2,1087,"Application Data, Application Data, Application Data, Application Data",,,,,,2.034064,2.002599,0.000131,0.031465,-0.031334
431,2.034064,192.168.43.170,52.85.3.75,TLSv1.2,435,Application Data,,,,,,2.034195,2.034064,0.000872,0.000131,0.000741
432,2.034195,192.168.43.170,52.85.3.75,TLSv1.2,93,Application Data,,,,,,2.035067,2.034195,0.00024,0.000872,-0.000632
433,2.035067,199.232.196.64,192.168.43.170,TLSv1.2,779,"Application Data, Application Data",,,,,,2.035307,2.035067,4.6E-05,0.00024,-0.000194
434,2.035307,192.168.43.170,107.178.254.65,TLSv1.2,210,Application Data,,,,,,2.035353,2.035307,0.000296,4.6E-05,0.00025
435,2.035353,192.168.43.170,107.178.254.65,TLSv1.2,93,Application Data,,,,,,2.035649,2.035353,4.6E-05,0.000296,-0.00025
436,2.035649,192.168.43.170,146.112.41.2,TLSv1.2,244,Application Data,,,,,,2.035695,2.035649,0.000953,4.6E-05,0.000907
437,2.035695,192.168.43.170,146.112.41.2,TLSv1.2,243,Application Data,,,,,,2.036648,2.035695,0.005821,0.000953,0.004868
438,2.036648,192.168.43.170,199.232.196.64,TLSv1.2,784,Application Data,,,,,,2.042469,2.036648,0.054355,0.005821,0.048534
439,2.042469,192.168.43.170,199.232.196.64,TCP,54,51218  >  443 [ACK] Seq=1164 Ack=1034 Win=252 Len=0,,,,,,2.096824,2.042469,0,0.054355,-0.054355
440,2.096824,52.85.3.75,192.168.43.170,TCP,54,443  >  51221 [ACK] Seq=1 Ack=421 Win=788 Len=0,,,,,,2.096824,2.096824,0,0,0
441,2.096824,146.112.41.2,192.168.43.170,TCP,54,443  >  51249 [ACK] Seq=321 Ack=570 Win=908 Len=0,,,,,,2.096824,2.096824,0,0,0
442,2.096824,146.112.41.2,192.168.43.170,TCP,54,443  >  51249 [ACK] Seq=321 Ack=759 Win=914 Len=0,,,,,,2.096824,2.096824,0,0,0
443,2.096824,107.178.254.65,192.168.43.170,TCP,54,443  >  51220 [ACK] Seq=1 Ack=157 Win=769 Len=0,,,,,,2.096824,2.096824,0,0,0
444,2.096824,107.178.254.65,192.168.43.170,TCP,54,443  >  51220 [ACK] Seq=1 Ack=196 Win=771 Len=0,,,,,,2.096824,2.096824,0.020848,0,0.020848
445,2.096824,107.178.254.65,192.168.43.170,TLSv1.2,93,Application Data,,,,,,2.117672,2.096824,0.018491,0.020848,-0.002357
446,2.117672,199.232.196.64,192.168.43.170,TCP,54,443  >  51214 [ACK] Seq=1539 Ack=2727 Win=889 Len=0,,,,,,2.136163,2.117672,0.000427,0.018491,-0.018064
447,2.136163,146.112.41.2,192.168.43.170,TLSv1.2,359,"Application Data, Application Data",,,,,,2.13659,2.136163,0.002525,0.000427,0.002098
448,2.13659,192.168.43.170,108.128.221.129,TCP,66,51293  >  443 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM=1,,,,,,2.139115,2.13659,0.032882,0.002525,0.030357
449,2.139115,192.168.43.170,107.178.254.65,TCP,54,51220  >  443 [ACK] Seq=196 Ack=40 Win=255 Len=0,,,,,,2.171997,2.139115,0.000182,0.032882,-0.0327
450,2.171997,108.128.221.129,192.168.43.170,TCP,66,"443  >  51293 [SYN, ACK] Seq=0 Ack=1 Win=22400 Len=0 MSS=1400 WS=32 SACK_PERM=1",,,,,,2.172179,2.171997,0.000509,0.000182,0.000327
451,2.172179,192.168.43.170,108.128.221.129,TCP,54,51293  >  443 [ACK] Seq=1 Ack=1 Win=65792 Len=0,,,,,,2.172688,2.172179,0.007482,0.000509,0.006973
452,2.172688,192.168.43.170,108.128.221.129,TLSv1.2,571,Client Hello,,,,,,2.18017,2.172688,0.0478,0.007482,0.040318
453,2.18017,192.168.43.170,146.112.41.2,TCP,54,51249  >  443 [ACK] Seq=759 Ack=626 Win=257 Len=0,,,,,,2.22797,2.18017,0,0.0478,-0.0478
454,2.22797,146.112.41.2,192.168.43.170,TLSv1.2,87,Application Data,,,,,,2.22797,2.22797,0,0,0
455,2.22797,108.128.221.129,192.168.43.170,TCP,54,443  >  51293 [ACK] Seq=1 Ack=518 Win=22912 Len=0,,,,,,2.22797,2.22797,0.000108,0,0.000108
456,2.22797,146.112.41.2,192.168.43.170,TLSv1.2,161,Application Data,,,,,,2.228078,2.22797,0.000798,0.000108,0.00069
457,2.228078,192.168.43.170,146.112.41.2,TCP,54,51249  >  443 [ACK] Seq=759 Ack=766 Win=256 Len=0,,,,,,2.228876,2.228078,0.007524,0.000798,0.006726
458,2.228876,192.168.43.170,18.136.130.251,TCP,66,51294  >  443 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM=1,,,,,,2.2364,2.228876,0.014066,0.007524,0.006542
459,2.2364,52.85.3.75,192.168.43.170,TLSv1.2,93,Application Data,,,,,,2.250466,2.2364,0.000918,0.014066,-0.013148
460,2.250466,199.232.196.64,192.168.43.170,TLSv1.2,210,"Server Hello, Change Cipher Spec, Encrypted Handshake Message",,,,,,2.251384,2.250466,0.009985,0.000918,0.009067
461,2.251384,192.168.43.170,199.232.196.64,TLSv1.2,105,"Change Cipher Spec, Encrypted Handshake Message",,,,,,2.261369,2.251384,0.00018,0.009985,-0.009805
462,2.261369,18.136.130.251,192.168.43.170,TCP,66,"443  >  51294 [SYN, ACK] Seq=0 Ack=1 Win=22400 Len=0 MSS=1400 WS=32 SACK_PERM=1",,,,,,2.261549,2.261369,0.000499,0.00018,0.000319
463,2.261549,192.168.43.170,18.136.130.251,TCP,54,51294  >  443 [ACK] Seq=1 Ack=1 Win=65792 Len=0,,,,,,2.262048,2.261549,0.014879,0.000499,0.01438
464,2.262048,192.168.43.170,18.136.130.251,TLSv1.2,571,Client Hello,,,,,,2.276927,2.262048,0.01569,0.014879,0.000811
465,2.276927,192.168.43.170,52.85.3.75,TCP,54,51221  >  443 [ACK] Seq=421 Ack=40 Win=252 Len=0,,,,,,2.292617,2.276927,0,0.01569,-0.01569
466,2.292617,199.232.196.64,192.168.43.170,TCP,54,443  >  51290 [ACK] Seq=157 Ack=583 Win=22976 Len=0,,,,,,2.292617,2.292617,0.016806,0,0.016806
467,2.292617,18.136.130.251,192.168.43.170,TCP,54,443  >  51294 [ACK] Seq=1 Ack=518 Win=22912 Len=0,,,,,,2.309423,2.292617,0.00226,0.016806,-0.014546
468,2.309423,199.232.196.134,192.168.43.170,TLSv1.2,451,"Application Data, Application Data",,,,,,2.311683,2.309423,0.000496,0.00226,-0.001764
469,2.311683,107.178.254.65,192.168.43.170,TLSv1.2,264,Application Data,,,,,,2.312179,2.311683,0,0.000496,-0.000496
470,2.312179,107.178.254.65,192.168.43.170,TLSv1.2,1454,Application Data,,,,,,2.312179,2.312179,0,0,0
471,2.312179,107.178.254.65,192.168.43.170,TLSv1.2,1288,Application Data,,,,,,2.312179,2.312179,0,0,0
472,2.312179,107.178.254.65,192.168.43.170,TLSv1.2,85,Application Data,,,,,,2.312179,2.312179,9.8E-05,0,9.8E-05
473,2.312179,107.178.254.65,192.168.43.170,TLSv1.2,93,Application Data,,,,,,2.312277,2.312179,0.000116,9.8E-05,1.8E-05
474,2.312277,192.168.43.170,107.178.254.65,TCP,54,51220  >  443 [ACK] Seq=196 Ack=2954 Win=257 Len=0,,,,,,2.312393,2.312277,0.000158,0.000116,4.2E-05
475,2.312393,18.136.130.251,192.168.43.170,TLSv1.2,1454,Server Hello,,,,,,2.312551,2.312393,0.00027,0.000158,0.000112
476,2.312551,192.168.43.170,107.178.254.65,TLSv1.2,93,Application Data,,,,,,2.312821,2.312551,5.7E-05,0.00027,-0.000213
477,2.312821,18.136.130.251,192.168.43.170,TCP,1454,443  >  51294 [ACK] Seq=1401 Ack=518 Win=22912 Len=1400 [TCP segment of a reassembled PDU],,,,,,2.312878,2.312821,0.000862,5.7E-05,0.000805
478,2.312878,192.168.43.170,18.136.130.251,TCP,54,51294  >  443 [ACK] Seq=518 Ack=2801 Win=65792 Len=0,,,,,,2.31374,2.312878,0.000723,0.000862,-0.000139
479,2.31374,18.136.130.251,192.168.43.170,TCP,1350,"443  >  51294 [PSH, ACK] Seq=2801 Ack=518 Win=22912 Len=1296 [TCP segment of a reassembled PDU]",,,,,,2.314463,2.31374,0.015482,0.000723,0.014759
480,2.314463,192.168.43.170,107.178.254.65,TLSv1.2,89,Application Data,,,,,,2.329945,2.314463,7.3E-05,0.015482,-0.015409
481,2.329945,18.136.130.251,192.168.43.170,TLSv1.2,1337,"Certificate, Server Key Exchange, Server Hello Done",,,,,,2.330018,2.329945,0.000829,7.3E-05,0.000756
482,2.330018,192.168.43.170,18.136.130.251,TCP,54,51294  >  443 [ACK] Seq=518 Ack=5380 Win=65792 Len=0,,,,,,2.330847,2.330018,0.002598,0.000829,0.001769
483,2.330847,192.168.43.170,18.136.130.251,TLSv1.2,180,"Client Key Exchange, Change Cipher Spec, Encrypted Handshake Message",,,,,,2.333445,2.330847,0.002977,0.002598,0.000379
484,2.333445,199.232.196.64,192.168.43.170,TLSv1.2,675,"Application Data, Application Data",,,,,,2.336422,2.333445,5.1E-05,0.002977,-0.002926
485,2.336422,107.178.254.65,192.168.43.170,TCP,93,"[TCP Spurious Retransmission] 443  >  51220 [PSH, ACK] Seq=2915 Ack=196 Win=771 Len=39",,,,,,2.336473,2.336422,0.006488,5.1E-05,0.006437
486,2.336473,192.168.43.170,107.178.254.65,TCP,66,[TCP Dup ACK 474#1] 51220  >  443 [ACK] Seq=270 Ack=2954 Win=257 Len=0 SLE=2915 SRE=2954,,,,,,2.342961,2.336473,0.009194,0.006488,0.002706
487,2.342961,107.178.254.65,192.168.43.170,TCP,54,443  >  51220 [ACK] Seq=2954 Ack=235 Win=772 Len=0,,,,,,2.352155,2.342961,0.000302,0.009194,-0.008892
488,2.352155,192.168.43.170,146.112.41.2,TLSv1.2,242,Application Data,,,,,,2.352457,2.352155,0.002985,0.000302,0.002683
489,2.352457,107.178.254.65,192.168.43.170,TCP,54,443  >  51220 [ACK] Seq=2954 Ack=270 Win=773 Len=0,,,,,,2.355442,2.352457,0.00602,0.002985,0.003035
490,2.355442,192.168.43.170,199.232.196.134,TCP,54,51219  >  443 [ACK] Seq=1566 Ack=398 Win=255 Len=0,,,,,,2.361462,2.355442,0.020922,0.00602,0.014902
491,2.361462,18.136.130.251,192.168.43.170,TCP,54,443  >  51294 [ACK] Seq=5380 Ack=644 Win=23040 Len=0,,,,,,2.382384,2.361462,0.005145,0.020922,-0.015777
492,2.382384,192.168.43.170,199.232.196.64,TCP,54,51214  >  443 [ACK] Seq=2727 Ack=2160 Win=251 Len=0,,,,,,2.387529,2.382384,0,0.005145,-0.005145
493,2.387529,18.136.130.251,192.168.43.170,TLSv1.2,105,"Change Cipher Spec, Encrypted Handshake Message",,,,,,2.387529,2.387529,0.000475,0,0.000475
494,2.387529,146.112.41.2,192.168.43.170,TCP,54,443  >  51249 [ACK] Seq=766 Ack=947 Win=920 Len=0,,,,,,2.388004,2.387529,0.003553,0.000475,0.003078
495,2.388004,192.168.43.170,18.136.130.251,TLSv1.2,1341,Application Data,,,,,,2.391557,2.388004,0.00069,0.003553,-0.002863
496,2.391557,52.85.3.75,192.168.43.170,TLSv1.2,1384,Application Data,,,,,,2.392247,2.391557,4.1E-05,0.00069,-0.000649
497,2.392247,52.85.3.75,192.168.43.170,TLSv1.2,85,Application Data,,,,,,2.392288,2.392247,0.001488,4.1E-05,0.001447
498,2.392288,192.168.43.170,52.85.3.75,TCP,54,51221  >  443 [ACK] Seq=421 Ack=1401 Win=257 Len=0,,,,,,2.393776,2.392288,0.016532,0.001488,0.015044
499,2.393776,192.168.43.170,52.85.3.75,TLSv1.2,89,Application Data,,,,,,2.410308,2.393776,0.000474,0.016532,-0.016058
500,2.410308,192.168.43.170,103.43.90.19,TCP,66,51295  >  443 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM=1,,,,,,2.410782,2.410308,0.0003,0.000474,-0.000174
501,2.410782,192.168.43.170,198.8.71.129,TCP,66,51296  >  443 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM=1,,,,,,2.411082,2.410782,4.3E-05,0.0003,-0.000257
502,2.411082,192.168.43.170,107.178.244.193,TLSv1.2,221,Application Data,,,,,,2.411125,2.411082,0.016142,4.3E-05,0.016099
503,2.411125,192.168.43.170,107.178.244.193,TLSv1.2,93,Application Data,,,,,,2.427267,2.411125,0.000436,0.016142,-0.015706
504,2.427267,52.85.3.75,192.168.43.170,TCP,54,443  >  51221 [ACK] Seq=1401 Ack=456 Win=790 Len=0,,,,,,2.427703,2.427267,0,0.000436,-0.000436
505,2.427703,18.136.130.251,192.168.43.170,TCP,54,443  >  51294 [ACK] Seq=5431 Ack=1931 Win=24320 Len=0,,,,,,2.427703,2.427703,0,0,0
506,2.427703,103.43.90.19,192.168.43.170,TCP,66,"443  >  51295 [SYN, ACK] Seq=0 Ack=1 Win=22400 Len=0 MSS=1400 WS=32 SACK_PERM=1",,,,,,2.427703,2.427703,0.000118,0,0.000118
507,2.427703,198.8.71.129,192.168.43.170,TCP,66,"443  >  51296 [SYN, ACK] Seq=0 Ack=1 Win=22400 Len=0 MSS=1400 WS=32 SACK_PERM=1",,,,,,2.427821,2.427703,4.7E-05,0.000118,-7.1E-05
508,2.427821,192.168.43.170,103.43.90.19,TCP,54,51295  >  443 [ACK] Seq=1 Ack=1 Win=65792 Len=0,,,,,,2.427868,2.427821,0.000253,4.7E-05,0.000206
509,2.427868,192.168.43.170,198.8.71.129,TCP,54,51296  >  443 [ACK] Seq=1 Ack=1 Win=65792 Len=0,,,,,,2.428121,2.427868,0.000158,0.000253,-9.5E-05
510,2.428121,192.168.43.170,198.8.71.129,TLSv1.2,571,Client Hello,,,,,,2.428279,2.428121,0.020258,0.000158,0.0201
511,2.428279,192.168.43.170,103.43.90.19,TLSv1.2,572,Client Hello,,,,,,2.448537,2.428279,0,0.020258,-0.020258
512,2.448537,18.136.130.251,192.168.43.170,TLSv1.2,402,Application Data,,,,,,2.448537,2.448537,0,0,0
513,2.448537,146.112.41.2,192.168.43.170,TLSv1.2,87,Application Data,,,,,,2.448537,2.448537,0.000249,0,0.000249
514,2.448537,107.178.244.193,192.168.43.170,TCP,54,443  >  51228 [ACK] Seq=1 Ack=207 Win=754 Len=0,,,,,,2.448786,2.448537,0,0.000249,-0.000249
515,2.448786,146.112.41.2,192.168.43.170,TLSv1.2,142,Application Data,,,,,,2.448786,2.448786,7.2E-05,0,7.2E-05
516,2.448786,107.178.244.193,192.168.43.170,TLSv1.2,93,Application Data,,,,,,2.448858,2.448786,0.000989,7.2E-05,0.000917
517,2.448858,192.168.43.170,146.112.41.2,TCP,54,51249  >  443 [ACK] Seq=947 Ack=887 Win=256 Len=0,,,,,,2.449847,2.448858,0.017345,0.000989,0.016356
518,2.449847,192.168.43.170,35.190.60.146,UDP,991,57585  >  443 Len=949,,,,,,2.467192,2.449847,0.020589,0.017345,0.003244
519,2.467192,198.8.71.129,192.168.43.170,TCP,54,443  >  51296 [ACK] Seq=1 Ack=518 Win=22912 Len=0,,,,,,2.487781,2.467192,0.001378,0.020589,-0.019211
520,2.487781,103.43.90.19,192.168.43.170,TCP,54,443  >  51295 [ACK] Seq=1 Ack=519 Win=22912 Len=0,,,,,,2.489159,2.487781,0,0.001378,-0.001378
521,2.489159,192.168.43.170,18.136.130.251,TCP,54,51294  >  443 [ACK] Seq=1931 Ack=5779 Win=65280 Len=0,,,,,,2.489159,2.489159,0.007426,0,0.007426
522,2.489159,192.168.43.170,107.178.244.193,TCP,54,51228  >  443 [ACK] Seq=207 Ack=40 Win=256 Len=0,,,,,,2.496585,2.489159,0.00017,0.007426,-0.007256
523,2.496585,35.190.60.146,192.168.43.170,UDP,69,443  >  57585 Len=27,,,,,,2.496755,2.496585,0.000694,0.00017,0.000524
524,2.496755,107.178.244.193,192.168.43.170,TLSv1.2,557,Application Data,,,,,,2.497449,2.496755,0.00537,0.000694,0.004676
